	name	cuisines	rank	nreviews	address	phone	website	score	food	service	value
691	Soler Vino Pizza	Italiana, Argentina, Sudamericana	#4.826 de 5.010 restaurantes en Buenos Aires	3 opiniones	Soler 4201 y Julián Alvarez, Buenos Aires 1180 Argentina	+54 11 5943-6117	https://www.facebook.com/solervinopizza	ui_bubble_rating bubble_45	none	none	none
692	A. J. Dulcinea	Desayuno, Almuerzo, Cena	#4.831 de 5.010 restaurantes en Buenos Aires	24 opiniones	Av Santa Fe 4130, Buenos Aires C1425BHQ Argentina	+54 11 4776-7954	https://www.facebook.com/AJDulcinea/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_25	ui_bubble_rating bubble_20	ui_bubble_rating bubble_20
693	Kentucky Pizzerìa	Pizzería, Italiana	#4.839 de 5.010 restaurantes en Buenos Aires	8 opiniones	Av. Rivadavia 4701 esquina Otamendi Caballito, Buenos Aires C1424CEC Argentina	+54 11 4902-4966	none	ui_bubble_rating bubble_30	none	none	none
694	Pizzeria Catania	none	#4.842 de 5.010 restaurantes en Buenos Aires	7 opiniones	Avenida Corrientes 4656 Esquina Panama, Buenos Aires C1195AAS Argentina	+54 11 4866-2044	none	ui_bubble_rating bubble_25	none	none	none
695	Cartagena Bar	Venezolana, Sudamericana, Colombiana	#4.845 de 5.010 restaurantes en Buenos Aires	6 opiniones	Calle Peru 1016 San Telmo, Buenos Aires C1068AAL Argentina	5443004755	http://www.facebook.com/cartagena.baires	ui_bubble_rating bubble_35	none	none	none
696	Kronopios	none	#4.846 de 5.010 restaurantes en Buenos Aires	3 opiniones	Av. Elcano 3640, Buenos Aires Argentina	+54 11 4551-1752	http://www.kronopios.com.ar/	ui_bubble_rating bubble_25	none	none	none
697	Mc Donald's	Desayuno, Almuerzo, Cena, Brunch	#4.874 de 5.010 restaurantes en Buenos Aires	11 opiniones	Avenida Rivadavia 5108 Local 214 - Caballito, Buenos Aires C1424CET Argentina	+54 11 4551-1752	http://www.mcdonalds.com.ar/locales	ui_bubble_rating bubble_25	none	none	none
698	Falucho	Reservas	#4.897 de 5.010 restaurantes en Buenos Aires	9 opiniones	Arce 802, Buenos Aires C1426CTG Argentina	+54 11 4773-4559	https://www.facebook.com/faluchoparrilla/	ui_bubble_rating bubble_30	none	none	none
699	Bubba´s Hot Dog´s	Almuerzo, Cena	#4.903 de 5.010 restaurantes en Buenos Aires	11 opiniones	Arenales 3335, Buenos Aires Argentina	48243945	http://www.facebook.com/Bubbas-Hot-Dogs-637234096299006	ui_bubble_rating bubble_25	none	none	none
700	Ohana	Bar, Pizzería, Café, Pub, Gastropub, Argentina, Sudamericana	#4.913 de 5.010 restaurantes en Buenos Aires	6 opiniones	Niceto Vega 5737 Entre Carranza y Bondpland, Buenos Aires C1414cfg Argentina	+54 11 6473-2977	http://www.ohanabar.com.ar/	ui_bubble_rating bubble_35	none	none	none
701	The Black Lion	Bar, Comida rápida, Pub	#4.920 de 5.010 restaurantes en Buenos Aires	1 opinión	Mexico 1176, Buenos Aires C1097AAX Argentina	+54 11 4381-1122	http://theblacklion.com.ar/	ui_bubble_rating bubble_50	none	none	none
702	El Sueño Panaderia Confitería y Bar	Pizzería, Café, Comida rápida, Argentina, Sudamericana, Helados con fruta	#4.925 de 5.010 restaurantes en Buenos Aires	1 opinión	Avenida Paseo Colon 1197 Esquina San Juan, Buenos Aires C1063ACL Argentina	+54 11 4300-0179	none	ui_bubble_rating bubble_10	none	none	none
703	Cerveza Patagonia	none	#4.927 de 5.010 restaurantes en Buenos Aires	7 opiniones	Avenida Juan Bautista Alberdi 1402, Buenos Aires C1406GRQ Argentina	+54 11 2102-6333	http://www.cervezapatagonia.com.ar/	ui_bubble_rating bubble_25	none	none	none
704	Puerto Lopez Almagro	Comida rápida	#4.933 de 5.010 restaurantes en Buenos Aires	1 opinión	Teniente General Juan Domingo Peron 4486, Buenos Aires C1199ABH Argentina	+54 11 4982-3540	http://puerto-lopez-almagro.negocio.site/	ui_bubble_rating bubble_50	none	none	none
705	Bellagamba	Argentina, Sudamericana	#4.934 de 5.010 restaurantes en Buenos Aires	5 opiniones	Avenida Avellaneda 399 Caballito, Buenos Aires C1405CND Argentina	+54 11 4983-3369	none	ui_bubble_rating bubble_20	none	none	none
706	El Bar de Timbre	Cena, Abierto hasta tarde, Bebidas	#4.944 de 5.010 restaurantes en Buenos Aires	1 opinión	Calle Mexico 3554, Buenos Aires C1223ABV Argentina	+54 11 6893-5626	http://elbardetimbre4.negocio.site/	ui_bubble_rating bubble_50	none	none	none
707	Tregoria Helados	Italiana, Francesa, Brasilera, Argentina, Chilena, Sudamericana	#4.953 de 5.010 restaurantes en Buenos Aires	1 opinión	Pavón 3884, Buenos Aires C1253AAW Argentina	+54 11 4921-0902	http://www.facebook.com/TREGORIA/	ui_bubble_rating bubble_50	none	none	none
708	Cervecería Chapultepec - Buenos Aires	none	#4.954 de 5.010 restaurantes en Buenos Aires	12 opiniones	Calle Honduras 5750, Buenos Aires C1414BNH Argentina	+54 11 4921-0902	http://www.facebook.com/CerveceriaChapultepecBuenosAires/	ui_bubble_rating bubble_25	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
709	The City Bar	Comida para llevar	#4.958 de 5.010 restaurantes en Buenos Aires	19 opiniones	Tte. Gral Juan D Peron 301, Buenos Aires 1043 Argentina	+54 11 4331-5000	http://www.facebook.com/pages/The-City-Bar/446641455430225	ui_bubble_rating bubble_25	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
710	Pizzería Imperio	none	#4.974 de 5.010 restaurantes en Buenos Aires	7 opiniones	Avenida Corrientes 3998, Buenos Aires C1194AAS Argentina	+54 11 4861-6879	none	ui_bubble_rating bubble_20	none	none	none
711	TIBI Resto Bar	none	#4.982 de 5.010 restaurantes en Buenos Aires	10 opiniones	Avenida Corrientes 2256, Buenos Aires C1046AAN Argentina	+54 11 4954-2284	http://www.facebook.com/TibiRestoBar/	ui_bubble_rating bubble_20	none	none	none
712	Rauch Bar	Bar, Pub, Argentina, Sudamericana	#4.993 de 5.010 restaurantes en Buenos Aires	0 opiniones	Reconquista 885, Buenos Aires C1003 Argentina	+54 11 2498-0885	none	none	none	none	none
713	Parrilla Lo de Moni	Comida rápida, Parrilla, Comida de calle, Argentina, Sudamericana, Comedores, Restaurantes cerveceros	#4.994 de 5.010 restaurantes en Buenos Aires	0 opiniones	Avenida Cnel Manuel Dorrego 255 Villa Crespo, Buenos Aires C1414CJC Argentina	+54 11 6600-4585	none	none	none	none	none
714	Pizza Alla Pala	Pizzería, Café	#4.996 de 5.010 restaurantes en Buenos Aires	0 opiniones	Avenida Entre Rios 699, Buenos Aires C1080ABA Argentina	+54 11 3270-0195	http://pizzaallapala.com.ar/	none	none	none	none
715	Warm Up	Cena	#4.997 de 5.010 restaurantes en Buenos Aires	13 opiniones	Cabrera 3780, Buenos Aires Argentina	+54 11 2051-5959	http://www.discocenashow.com.ar/warmup.htm	ui_bubble_rating bubble_15	ui_bubble_rating bubble_15	ui_bubble_rating bubble_10	ui_bubble_rating bubble_15
716	Moka & Deli	Asiento, Acceso para silla de ruedas, Servicio de mesa	#5.001 de 5.010 restaurantes en Buenos Aires	62 opiniones	Avenida Costanera Rafael Obligado s/n Aeroparque Jorge Newbe, Buenos Aires C1425DAA Argentina	+54 11 2051-5959	none	ui_bubble_rating bubble_20	ui_bubble_rating bubble_25	ui_bubble_rating bubble_20	ui_bubble_rating bubble_20
717	La Cuerda Floja	none		0 opiniones	Avenida Fernandez de Enciso 4605, Buenos Aires C1419GEC Argentina	+54 11 2051-5959	https://www.facebook.com/bar.lacuerdafloja	none	none	none	none
718	Omu	none		0 opiniones	Calle Florida 362, Buenos Aires C1005AAH Argentina	+54 11 4322-0903	https://www.facebook.com/OmuCafe/	none	none	none	none
719	Hora de Almorzar	Italiana, Cajún y criolla, Mediterránea, Española, Argentina, Sudamericana		0 opiniones	El Salvador 5969, Buenos Aires C1414BQK Argentina	+54 11 2670-1107	http://alucore.wix.com/horadealmorzar	none	none	none	none
720	Mas54	Argentina, Sudamericana		0 opiniones	Avenida Luis Maria Campos 405, Buenos Aires C1426BOC Argentina	+54 11 4774-8889	http://www.mas54.com/	none	none	none	none
721	Loving Meet And Drink	Italiana, Japonesa		0 opiniones	Fragata Trinidad 1515, Buenos Aires C1440FHA Argentina	+54 11 4774-8889	none	none	none	none	none
722	El Santo	Italiana, Churrasquería, Café		0 opiniones	Avenida Brasil 780 Hotel Intersur San Telmo, Buenos Aires C1154AAL Argentina	+54 11 4300-2290	http://elsantorestaurante.negocio.site/	none	none	none	none
723	La Rodante Food Truck	Argentina, Sudamericana		0 opiniones	Avenida Dunckler 258 Vedia, Buenos Aires 6030 Argentina	+54 11 4300-2290	https://www.facebook.com/larodantefoodtruck/	none	none	none	none
724	Libereco Vedia	Café, Argentina, Sudamericana		0 opiniones	Avenida Dunckler 301 Vedia, Buenos Aires 6030 Argentina	+54 236 464-8812	http://libereco.com.ar/	none	none	none	none
725	La Tapioca	Brasilera, Argentina, Sudamericana, Colombiana		0 opiniones	Jean Jaures 940, Buenos Aires 1120 Argentina	+54 9 11 2296-1083	https://www.facebook.com/pg/latapiocafe/about/?ref=page_internal	none	none	none	none
726	Vermut	Italiana		0 opiniones	Calle Fitz Roy 1951, Buenos Aires C1414CIC Argentina	+54 11 2086-1090	none	none	none	none	none
727	Raggio Bar	Café, Sudamericana, Centroamericana		0 opiniones	Moreno 502 Bolivar, Buenos Aires 1066 Argentina	+54 11 4517-1217	none	none	none	none	none
728	Sumaq Cocina Peruana	Peruana, Mariscos, Sudamericana		0 opiniones	Calle Gabriela Mistral 3111, Buenos Aires C1419GFU Argentina	+54 11 4574-2482	http://www.sumaq.com.ar/	none	none	none	none
729	Tandem	Argentina, Sudamericana		0 opiniones	Calle Sarmiento 1551, Buenos Aires C1042ABC Argentina	+54 11 4371-7363	http://tandemfood.com.ar/	none	none	none	none
730	Km 51 Cervecería Artesanal	Pub con cerveza artesanal, Bar, Comida rápida, Pub		0 opiniones	Calle Jose Antonio Cabrera 4501, Buenos Aires C1414BGG Argentina	+54 11 4832-1683	https://www.facebook.com/Km-51-cervecer%C3%ADa-artesanal-272827196505069/	none	none	none	none
731	Pagliaro Trattoria	Italiana, Pizzería		0 opiniones	Calle Gral Simon Bolivar 865 San Telmo, Buenos Aires C1066AAQ Argentina	+54 11 5016-2103	none	none	none	none	none
732	Brie	Comida rápida, Saludable		0 opiniones	Bilinghurst 1263, Buenos Aires 1263 Argentina	+54 11 4963-5574	http://www.brieweb.com.ar/	none	none	none	none
733	Golden	Pizzería		0 opiniones	Calle Alicia Moreau de Justo 2099, Buenos Aires C1107AFO Argentina	+54 9 11 7083-4550	http://www.goldenpuertomadero.com/	none	none	none	none
734	Balcarce	Argentina, Sudamericana		0 opiniones	Avenida La Plata 273, Buenos Aires C1184AAC Argentina	+54 11 4901-7449	none	none	none	none	none
735	La Buena Medida	Argentina, Sudamericana		0 opiniones	Suárez 101, Buenos Aires C1162 Argentina	+54 11 4901-7449	none	none	none	none	none
736	O'taku Sushi Olivos	Japonesa, Sushi, Fusión		0 opiniones	Av. Ada Elflein 3717, Buenos Aires Argentina	5447909026	http://www.otakusushi.com.ar/	none	none	none	none
737	Libereco	Café		0 opiniones	Saralegui 546 Dudignac, Buenos Aires Argentina	+54 2317 46-4050	http://libereco.com.ar/	none	none	none	none
738	Imperial Sushi	Sushi		0 opiniones	Arenales 3711, Buenos Aires 1442 Argentina	5448333900	http://imperial-sushi.com/	none	none	none	none
739	Los Calientes	Argentina, Sudamericana		0 opiniones	Avenida Chiclana 4258, Buenos Aires C1437JMQ Argentina	+(54)2109-1595	https://www.facebook.com/loscalientesrestobar/?ref=py_c	none	none	none	none
740	Mi Bar	Café, Comida rápida, Argentina, Sudamericana		0 opiniones	Pasco 296, Buenos Aires Argentina	+54 11 4953-0684	https://www.facebook.com/cafemibar/	none	none	none	none
741	La Chacha	Pizzería, Comida rápida, Contemporánea, Argentina, Sudamericana		0 opiniones	Avenida Alvarez Jonte 5244, Buenos Aires C1407GPT Argentina	+(54)115663676	https://www.facebook.com/LaChachaJonte/	none	none	none	none
742	Prodigo	Bar, Pizzería, Pub, Gastropub		0 opiniones	Calle Francisco de Miranda 4663, Buenos Aires C1407GFU Argentina	+54 11 6014-9269	http://www.facebook.com/prodigobar	none	none	none	none
743	ANATANI Yummy & Gluten Free	Italiana, Francesa, Japonesa, Asiática, Argentina, Sudamericana		0 opiniones	Ciudad de Buenos Aires Calle Juramento 3090 Conesa y Zapiola, Buenos Aires C1428DOB Argentina	+54 11 4783-2255	http://www.anatani.com.ar/	none	none	none	none
744	Mesón del Duque	Española, Argentina, Sudamericana		0 opiniones	Olazábal 5605 Esquina con Ceretti, Buenos Aires C1431CGM Argentina	+54 11 4523-2413	https://www.facebook.com/Mes%C3%B3n-Del-Duque-1689253834429745/	none	none	none	none
745	Lomos & Birra	Pub con cerveza artesanal, Pub, Argentina, Sudamericana		0 opiniones	Calle Donado 1971, Buenos Aires C1430DRK Argentina	+54 11 4523-2413	none	none	none	none	none
746	José	Pub con cerveza artesanal, Café, Pub, Bar de vinos, Argentina, Sudamericana		0 opiniones	Calle Yatay 1071, Buenos Aires C1184ADS Argentina	+54 11 4523-2413	https://www.facebook.com/josebaralmagro/	none	none	none	none
747	Pastas Mouzo	Italiana, Española		0 opiniones	Avenida Montes de Oca 399 Esq con Uspallata, Buenos Aires C1270AAD Argentina	+54 11 4307-4808	http://www.pastasmouzo.com/	none	none	none	none
748	Kafka Bar & Drinks	Pub con cerveza artesanal, Pub, Argentina, Sudamericana		0 opiniones	Calle Humboldt 1391, Buenos Aires C1414CTI Argentina	+54 11 4899-1276	https://www.facebook.com/kafka.bsas/	none	none	none	none
749	Birren	Estadounidense, Café, Argentina, Sudamericana		0 opiniones	Calle Tronador 4701, Buenos Aires C1430DNK Argentina	+54 9 11 2640-8067	https://www.facebook.com/birrenhouse/	none	none	none	none
750	Buyón Milanesas	Argentina, Sudamericana		0 opiniones	Calle Diego Zavaleta 245, Buenos Aires C1437EYE Argentina	+54 9 11 2640-8067	https://www.facebook.com/buyonmilanesas/?ref=page_internal	none	none	none	none
751	Lo Nuestro Restó y Café	Argentina, Sudamericana		0 opiniones	Adolfo Alsina 1499 Pte. Luis Sáenz Peña, Buenos Aires 1080AAK CABA Argentina	+54 11 4381-4153	https://www.facebook.com/Lo-Nuestro-Resto-y-caf%C3%A9-385979451885089/	none	none	none	none
752	FRESA: Fresco y Saludable	Café		0 opiniones	Avenida Jose Maria Moreno 305, Buenos Aires C1424AAD Argentina	+54 11 4902-4000	http://www.facebook.com/fresa.frescoysaludable/	none	none	none	none
753	Aventino Helado Artesanal	Comida rápida		0 opiniones	Avenida Federico Lacroze 3201, Buenos Aires C1426CQF Argentina	+54 11 4555-5311	https://www.facebook.com/aventinolacroze/	none	none	none	none
754	Jamaica Comida Angel	Caribeña, Africana, Parrillada, Argentina, Bahamense, Sudamericana, Jamaiquina		0 opiniones	piedras 749 San telmo, Buenos Aires C1070 Argentina	+54 9 11 6864-5855	http://www.facebook.com/jamaicacomidaangel/	none	none	none	none
755	Amagama Cafetería	Italiana, Europea, Española, Argentina, Sudamericana		0 opiniones	Maipú, 470 Entre Lavalle y Corrientes, Buenos Aires 1047ACD Argentina	+54 11 4328-2210	http://www.facebook.com/AmagamaCafeteriaBsAs	none	none	none	none
756	BonVINO	Bar de vinos		0 opiniones	Calle Maipu 995, Buenos Aires C1006ACM Argentina	+54 11 2817-8175	http://bonvino.com.ar/	none	none	none	none
757	Patagonia Córdoba y Mario Bravo	none		0 opiniones	Avenida Cordoba 3573, Buenos Aires C1188AAB Argentina	+54 9 11 2085-6098	none	none	none	none	none
758	Patagonia Facultad de Medicina	none		0 opiniones	Pasteur, 706, Buenos Aires C1028 Argentina	+54 2083-0749	http://www.cervezapatagonia.com.ar/refugios	none	none	none	none
759	Patagonia	none		0 opiniones	Calle Peru 602, Buenos Aires C1068AAD Argentina	+54 2083-0749	http://www.cervezapatagonia.com.ar/	none	none	none	none
760	Ley Seca Bar	Argentina, Sudamericana		0 opiniones	Calle Chacabuco 928, Buenos Aires C1069AAT Argentina	+54 9 11 3913-2673	https://www.facebook.com/barleyseca/	none	none	none	none
761	Hey Coffee	Alemana		0 opiniones	Baigorria, Buenos Aires 1832 Argentina	+54 11 4528-1085	https://www.facebook.com/Heycoffeemovil/	none	none	none	none
762	24k	Comida rápida		0 opiniones	Calle Uruguay 73 Local a la calle, Buenos Aires C1015ABA Argentina	+54 11 6705-7893	http://www.24kfood.com/	none	none	none	none
763	Corto Mates Café	Argentina, Sudamericana		0 opiniones	Calle Jose Ignacio Gorriti 3600 Esquina Mario Bravo, Buenos Aires C1172ACD Argentina	+54 11 6705-7893	none	none	none	none	none
764	Roll Me Up!	Japonesa, Sushi		0 opiniones	Avenida Pedro Goyena 426 Caballito, Buenos Aires C1424BSR Argentina	+54 9 11 2700-6543	http://www.rollmeup.com.ar/	none	none	none	none
765	Daffy's Cervecería	Pub con cerveza artesanal, Pub		0 opiniones	Avenida Carabobo 17, Buenos Aires C1406DGA Argentina	+54 9 11 3559-6529	https://www.facebook.com/daffyscerveria/	none	none	none	none
766	Ibra	Argentina, Sudamericana		0 opiniones	Calle Camarones 1500, Buenos Aires C1416ECB Argentina	+54 11 3976-8915	https://www.facebook.com/Ibrabarok/	none	none	none	none
767	Fiero Bar	Pub con cerveza artesanal, Bar, Pizzería, Pub, Argentina, Sudamericana		0 opiniones	Calle Paraguay 2959, Buenos Aires C1425BRI Argentina	+54 11 3976-8915	none	none	none	none	none
768	Random Beer House	Pub con cerveza artesanal, Pub		0 opiniones	Valle 210, Buenos Aires 1424 Argentina	+54 11 3976-8915	https://www.facebook.com/randombeerhouse/	none	none	none	none
769	Cervecería Lúpulo	Pub con cerveza artesanal, Pub, Argentina, Sudamericana, Restaurantes cerveceros		0 opiniones	Calle Cucha Cucha 747, Buenos Aires C1405AIE Argentina	+54 11 5324-9515	none	none	none	none	none
770	Roosevelt Bar	Argentina, Sudamericana		0 opiniones	Roosevelt 2811 Esquina Vidal, Buenos Aires Argentina	+54 11 4545-8393	none	none	none	none	none
771	Bar Capitol	Café		0 opiniones	Calle Montevideo 1088, Buenos Aires C1019ABV Argentina	5448127005	none	none	none	none	none
772	El Rincon De Palermo	Argentina, Sudamericana		0 opiniones	Calle Paraguay 4597, Buenos Aires C1425BSO Argentina	+(54)40469636	none	none	none	none	none
773	Burkina Bar	Argentina, Sudamericana		0 opiniones	Calle Honduras 5296, Buenos Aires C1414BMV Argentina	+54 11 3011-2697	https://www.facebook.com/burkinabarpalermo/	none	none	none	none
774	Nouch-I Bakery	Francesa, Bar, Café, Contemporánea, Pub		0 opiniones	Calle Boyaca 1888, Buenos Aires C1416AAP Argentina	+54 9 11 5579-7909	http://www.nouchi.com.ar/	none	none	none	none
775	Nubes	none		0 opiniones	Marcelo T. de Alvear 873, Buenos Aires Argentina	+54 11 2390-3969	https://www.facebook.com/nubes.jugos/	none	none	none	none
776	El Ascensor	Bar, Pizzería, Café, Parrilla, Pub, Delicatessen, Gastropub		0 opiniones	Godoy Cruz 1731, Buenos Aires 1414 Argentina	+54 9 11 5849-7438	http://www.el-ascensor.com/	none	none	none	none
777	Lutero Bar	Pub con cerveza artesanal, Bar, Pub, Argentina, Sudamericana		0 opiniones	Avenida Jorge Newbery 3801 Chacarita, Buenos Aires C1427EGE Argentina	+54 11 4177-2882	https://www.facebook.com/Lutero-Bar-2079111179037424/	none	none	none	none
778	Camarones Arte Contemporáneo	Española, Argentina, Sudamericana		0 opiniones	Calle Camarones 1645 La Paternal, Buenos Aires C1416ECE Argentina	+54 11 4585-5738	https://www.facebook.com/camaronesarte/	none	none	none	none
779	La Super Boquense	Parrillada		0 opiniones	Suarez 696 Esquina Dr. del Valle Iberlucea, Buenos Aires 1160 Argentina	+54 11 5646-6824	none	none	none	none	none
780	D-pop	Argentina, Sudamericana		0 opiniones	Calle Armenia 1390, Buenos Aires C1414DKD Argentina	+54 9 11 4145-5735	http://www.dpop.com.ar/	none	none	none	none
781	LaParri Adrogue	Parrilla		0 opiniones	Samuel Miguel Spiro 696 Entre Cordero y Avellaneda, Buenos Aires 1842 Argentina	5442940245	none	none	none	none	none
782	The Charlotte	Café, Comida rápida, Bar de vinos		0 opiniones	Calle Santiago Del Estero 117, Buenos Aires C1075AAC Argentina	+54 11 4976-8821	http://the-charlotte-cafeteria.negocio.site/?utm_source=gmb&utm_medium=referral	none	none	none	none
783	Own Bar	none		0 opiniones	Calle Humboldt 1897, Buenos Aires C1414CTS Argentina	+54 11 7500-3089	https://www.facebook.com/ownbar.ba/	none	none	none	none
784	Cultivar	Cajún y criolla, Pizzería		0 opiniones	Calle Delgado 1501 Colegiales, Buenos Aires C1426BDY Argentina	+(54)115607844	none	none	none	none	none
