name	cuisines	rank	nreviews	address	phone	website	score	food	service	value
Cerveza Patagonia	Almuerzo, Cena	#4.922 de 5.004 restaurantes en Buenos Aires	7 opiniones	Avenida Juan Bautista Alberdi 1402, Buenos Aires C1406GRQ Argentina	+54 11 2102-6333	http://www.cervezapatagonia.com.ar/	ui_bubble_rating bubble_25			
Puerto Lopez Almagro	Comida rápida	#4.928 de 5.004 restaurantes en Buenos Aires	1 opinión	Teniente General Juan Domingo Peron 4486, Buenos Aires C1199ABH Argentina	+54 11 4982-3540	http://puerto-lopez-almagro.negocio.site/	ui_bubble_rating bubble_50			
Bellagamba	Argentina, Sudamericana	#4.929 de 5.004 restaurantes en Buenos Aires	5 opiniones	Avenida Avellaneda 399 Caballito, Buenos Aires C1405CND Argentina	+54 11 4983-3369		ui_bubble_rating bubble_20			
El Bar de Timbre	Cena, Abierto hasta tarde, Bebidas	#4.939 de 5.004 restaurantes en Buenos Aires	1 opinión	Calle Mexico 3554, Buenos Aires C1223ABV Argentina	+54 11 6893-5626	http://elbardetimbre4.negocio.site/	ui_bubble_rating bubble_50			
Tregoria Helados	Italiana, Francesa, Brasilera, Argentina, Chilena, Sudamericana	#4.950 de 5.004 restaurantes en Buenos Aires	1 opinión	Pavón 3884, Buenos Aires C1253AAW Argentina	+54 11 4921-0902	http://www.facebook.com/TREGORIA/	ui_bubble_rating bubble_50			
Cervecería Chapultepec - Buenos Aires		#4.951 de 5.004 restaurantes en Buenos Aires	12 opiniones	Calle Honduras 5750, Buenos Aires C1414BNH Argentina	+54 11 4921-0902	http://www.facebook.com/CerveceriaChapultepecBuenosAires/	ui_bubble_rating bubble_25	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
The City Bar		#4.955 de 5.004 restaurantes en Buenos Aires	19 opiniones	Tte. Gral Juan D Peron 301, Buenos Aires 1043 Argentina	+54 11 4331-5000	http://www.facebook.com/pages/The-City-Bar/446641455430225	ui_bubble_rating bubble_25	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
Pizzería Imperio		#4.970 de 5.004 restaurantes en Buenos Aires	7 opiniones	Avenida Corrientes 3998, Buenos Aires C1194AAS Argentina	+54 11 4861-6879		ui_bubble_rating bubble_20			
TIBI Resto Bar		#4.975 de 5.004 restaurantes en Buenos Aires	10 opiniones	Avenida Corrientes 2256, Buenos Aires C1046AAN Argentina	+54 11 4954-2284	http://www.facebook.com/TibiRestoBar/	ui_bubble_rating bubble_20			
Rauch Bar	Bar, Pub, Argentina, Sudamericana	#4.987 de 5.004 restaurantes en Buenos Aires	0 opiniones	Reconquista 885, Buenos Aires C1003 Argentina	+54 11 2498-0885					
Parrilla Lo de Moni	Comida rápida, Parrilla, Comida de calle, Argentina, Sudamericana, Comedores, Restaurantes cerveceros	#4.988 de 5.004 restaurantes en Buenos Aires	0 opiniones	Avenida Cnel Manuel Dorrego 255 Villa Crespo, Buenos Aires C1414CJC Argentina	+54 11 6600-4585					
Pizza Alla Pala	Pizzería, Café	#4.990 de 5.004 restaurantes en Buenos Aires	0 opiniones	Avenida Entre Rios 699, Buenos Aires C1080ABA Argentina	+54 11 3270-0195	http://pizzaallapala.com.ar/				
Warm Up	Cena	#4.991 de 5.004 restaurantes en Buenos Aires	13 opiniones	Cabrera 3780, Buenos Aires Argentina	+54 11 2051-5959	http://www.discocenashow.com.ar/warmup.htm	ui_bubble_rating bubble_15	ui_bubble_rating bubble_15	ui_bubble_rating bubble_10	ui_bubble_rating bubble_15
Moka & Deli	Asiento, Acceso para silla de ruedas, Servicio de mesa	#4.995 de 5.004 restaurantes en Buenos Aires	62 opiniones	Avenida Costanera Rafael Obligado s/n Aeroparque Jorge Newbe, Buenos Aires C1425DAA Argentina	+54 11 2051-5959		ui_bubble_rating bubble_20	ui_bubble_rating bubble_25	ui_bubble_rating bubble_20	ui_bubble_rating bubble_20
La Cuerda Floja			0 opiniones	Avenida Fernandez de Enciso 4605, Buenos Aires C1419GEC Argentina	+54 11 2051-5959	https://www.facebook.com/bar.lacuerdafloja				
Omu			0 opiniones	Calle Florida 362, Buenos Aires C1005AAH Argentina	+54 11 4322-0903	https://www.facebook.com/OmuCafe/				
Hora de Almorzar	Italiana, Cajún y criolla, Mediterránea, Española, Argentina, Sudamericana		0 opiniones	El Salvador 5969, Buenos Aires C1414BQK Argentina	+54 11 2670-1107	http://alucore.wix.com/horadealmorzar				
Mas54	Argentina, Sudamericana		0 opiniones	Avenida Luis Maria Campos 405, Buenos Aires C1426BOC Argentina	+54 11 4774-8889	http://www.mas54.com/				
Loving Meet And Drink	Italiana, Japonesa		0 opiniones	Fragata Trinidad 1515, Buenos Aires C1440FHA Argentina	+54 11 4774-8889					
El Santo	Italiana, Churrasquería, Café		0 opiniones	Avenida Brasil 780 Hotel Intersur San Telmo, Buenos Aires C1154AAL Argentina	+54 11 4300-2290	http://elsantorestaurante.negocio.site/				
La Rodante Food Truck	Argentina, Sudamericana		0 opiniones	Avenida Dunckler 258 Vedia, Buenos Aires 6030 Argentina	+54 11 4300-2290	https://www.facebook.com/larodantefoodtruck/				
Libereco Vedia	Café, Argentina, Sudamericana		0 opiniones	Avenida Dunckler 301 Vedia, Buenos Aires 6030 Argentina	+54 236 464-8812	http://libereco.com.ar/				
La Tapioca	Brasilera, Argentina, Sudamericana, Colombiana		0 opiniones	Jean Jaures 940, Buenos Aires 1120 Argentina	+54 9 11 2296-1083	https://www.facebook.com/pg/latapiocafe/about/?ref=page_internal				
Vermut	Italiana		0 opiniones	Calle Fitz Roy 1951, Buenos Aires C1414CIC Argentina	+54 11 2086-1090					
Raggio Bar	Café, Sudamericana, Centroamericana		0 opiniones	Moreno 502 Bolivar, Buenos Aires 1066 Argentina	+54 11 4517-1217					
Sumaq Cocina Peruana	Peruana, Mariscos, Sudamericana		0 opiniones	Calle Gabriela Mistral 3111, Buenos Aires C1419GFU Argentina	+54 11 4574-2482	http://www.sumaq.com.ar/				
Tandem	Argentina, Sudamericana		0 opiniones	Calle Sarmiento 1551, Buenos Aires C1042ABC Argentina	+54 11 4371-7363	http://tandemfood.com.ar/				
Km 51 Cervecería Artesanal	Cervecería, Bar, Comida rápida, Pub		0 opiniones	Calle Jose Antonio Cabrera 4501, Buenos Aires C1414BGG Argentina	+54 11 4832-1683	https://www.facebook.com/Km-51-cervecer%C3%ADa-artesanal-272827196505069/				
Pagliaro Trattoria	Italiana, Pizzería		0 opiniones	Calle Gral Simon Bolivar 865 San Telmo, Buenos Aires C1066AAQ Argentina	+54 11 5016-2103					
Brie	Comida rápida, Saludable		0 opiniones	Bilinghurst 1263, Buenos Aires 1263 Argentina	+54 11 4963-5574	http://www.brieweb.com.ar/				
Golden	Pizzería		0 opiniones	Calle Alicia Moreau de Justo 2099, Buenos Aires C1107AFO Argentina	+54 9 11 7083-4550	http://www.goldenpuertomadero.com/				
La Buena Medida	Argentina, Sudamericana		0 opiniones	Suárez 101, Buenos Aires C1162 Argentina	+54 9 11 7083-4550					
O'taku Sushi Olivos	Japonesa, Sushi, Fusión		0 opiniones	Av. Ada Elflein 3717, Buenos Aires Argentina	5447909026	http://www.otakusushi.com.ar/				
Libereco	Café		0 opiniones	Saralegui 546 Dudignac, Buenos Aires Argentina	+54 2317 46-4050	http://libereco.com.ar/				
Imperial Sushi	Sushi		0 opiniones	Arenales 3711, Buenos Aires 1442 Argentina	5448333900	http://imperial-sushi.com/				
Los Calientes	Argentina, Sudamericana		0 opiniones	Avenida Chiclana 4258, Buenos Aires C1437JMQ Argentina	+(54)2109-1595	https://www.facebook.com/loscalientesrestobar/?ref=py_c				
Mi Bar	Café, Comida rápida, Argentina, Sudamericana		0 opiniones	Pasco 296, Buenos Aires Argentina	+54 11 4953-0684	https://www.facebook.com/cafemibar/				
La Chacha	Pizzería, Comida rápida, Contemporánea, Argentina, Sudamericana		0 opiniones	Avenida Alvarez Jonte 5244, Buenos Aires C1407GPT Argentina	+(54)115663676	https://www.facebook.com/LaChachaJonte/				
Prodigo	Bar, Pizzería, Pub, Gastropub		0 opiniones	Calle Francisco de Miranda 4663, Buenos Aires C1407GFU Argentina	+54 11 6014-9269	http://www.facebook.com/prodigobar				
ANATANI Yummy & Gluten Free	Italiana, Francesa, Japonesa, Asiática, Argentina, Sudamericana		0 opiniones	Ciudad de Buenos Aires Calle Juramento 3090 Conesa y Zapiola, Buenos Aires C1428DOB Argentina	+54 11 4783-2255	http://www.anatani.com.ar/				
Mesón del Duque	Española, Argentina, Sudamericana		0 opiniones	Olazábal 5605 Esquina con Ceretti, Buenos Aires C1431CGM Argentina	+54 11 4523-2413	https://www.facebook.com/Mes%C3%B3n-Del-Duque-1689253834429745/				
Lomos & Birra	Cervecería, Pub, Argentina, Sudamericana		0 opiniones	Calle Donado 1971, Buenos Aires C1430DRK Argentina	+54 11 4523-2413					
José	Cervecería, Café, Pub, Bar de vinos, Argentina, Sudamericana		0 opiniones	Calle Yatay 1071, Buenos Aires C1184ADS Argentina	+54 11 4523-2413	https://www.facebook.com/josebaralmagro/				
Pastas Mouzo	Italiana, Española		0 opiniones	Avenida Montes de Oca 399 Esq con Uspallata, Buenos Aires C1270AAD Argentina	+54 11 4307-4808	http://www.pastasmouzo.com/				
Kafka Bar & Drinks	Cervecería, Pub, Argentina, Sudamericana		0 opiniones	Calle Humboldt 1391, Buenos Aires C1414CTI Argentina	+54 11 4899-1276	https://www.facebook.com/kafka.bsas/				
Birren	Estadounidense, Café, Argentina, Sudamericana		0 opiniones	Calle Tronador 4701, Buenos Aires C1430DNK Argentina	+54 9 11 2640-8067	https://www.facebook.com/birrenhouse/				
Buyón Milanesas	Argentina, Sudamericana		0 opiniones	Calle Diego Zavaleta 245, Buenos Aires C1437EYE Argentina	+54 9 11 2640-8067	https://www.facebook.com/buyonmilanesas/?ref=page_internal				
Lo Nuestro Restó y Café	Argentina, Sudamericana		0 opiniones	Adolfo Alsina 1499 Pte. Luis Sáenz Peña, Buenos Aires 1080AAK CABA Argentina	+54 11 4381-4153	https://www.facebook.com/Lo-Nuestro-Resto-y-caf%C3%A9-385979451885089/				
FRESA: Fresco y Saludable	Café		0 opiniones	Avenida Jose Maria Moreno 305, Buenos Aires C1424AAD Argentina	+54 11 4902-4000	http://www.facebook.com/fresa.frescoysaludable/				
Aventino Helado Artesanal	Comida rápida		0 opiniones	Avenida Federico Lacroze 3201, Buenos Aires C1426CQF Argentina	+54 11 4555-5311	https://www.facebook.com/aventinolacroze/				
Jamaica Comida Angel	Caribeña, Africana, Parrillada, Argentina, Bahamense, Sudamericana, Jamaiquina		0 opiniones	piedras 749 San telmo, Buenos Aires C1070 Argentina	+54 9 11 6864-5855	http://www.facebook.com/jamaicacomidaangel/				
Amagama Cafetería	Italiana, Europea, Española, Argentina, Sudamericana		0 opiniones	Maipú, 470 Entre Lavalle y Corrientes, Buenos Aires 1047ACD Argentina	+54 11 4328-2210	http://www.facebook.com/AmagamaCafeteriaBsAs				
BonVINO	Bar de vinos		0 opiniones	Calle Maipu 995, Buenos Aires C1006ACM Argentina	+54 11 2817-8175	http://bonvino.com.ar/				
Patagonia Córdoba y Mario Bravo			0 opiniones	Avenida Cordoba 3573, Buenos Aires C1188AAB Argentina	+54 9 11 2085-6098					
Patagonia Facultad de Medicina			0 opiniones	Pasteur, 706, Buenos Aires C1028 Argentina	+54 2083-0749	http://www.cervezapatagonia.com.ar/refugios				
Patagonia			0 opiniones	Calle Peru 602, Buenos Aires C1068AAD Argentina	+54 2083-0749	http://www.cervezapatagonia.com.ar/				
Ley Seca Bar	Argentina, Sudamericana		0 opiniones	Calle Chacabuco 928, Buenos Aires C1069AAT Argentina	+54 9 11 3913-2673	https://www.facebook.com/barleyseca/				
Hey Coffee	Alemana		0 opiniones	Baigorria, Buenos Aires 1832 Argentina	+54 11 4528-1085	https://www.facebook.com/Heycoffeemovil/				
24k	Comida rápida		0 opiniones	Calle Uruguay 73 Local a la calle, Buenos Aires C1015ABA Argentina	+54 11 6705-7893	http://www.24kfood.com/				
Corto Mates Café	Argentina, Sudamericana		0 opiniones	Calle Jose Ignacio Gorriti 3600 Esquina Mario Bravo, Buenos Aires C1172ACD Argentina	+54 11 6705-7893					
Roll Me Up!	Japonesa, Sushi		0 opiniones	Avenida Pedro Goyena 426 Caballito, Buenos Aires C1424BSR Argentina	+54 9 11 2700-6543	http://www.rollmeup.com.ar/				
Daffy's Cervecería	Cervecería, Pub		0 opiniones	Avenida Carabobo 17, Buenos Aires C1406DGA Argentina	+54 9 11 3559-6529	https://www.facebook.com/daffyscerveria/				
Ibra	Argentina, Sudamericana		0 opiniones	Calle Camarones 1500, Buenos Aires C1416ECB Argentina	+54 11 3976-8915	https://www.facebook.com/Ibrabarok/				
Fiero Bar	Cervecería, Bar, Pizzería, Pub, Argentina, Sudamericana		0 opiniones	Calle Paraguay 2959, Buenos Aires C1425BRI Argentina	+54 11 3976-8915					
Random Beer House	Cervecería, Pub		0 opiniones	Valle 210, Buenos Aires 1424 Argentina	+54 11 3976-8915	https://www.facebook.com/randombeerhouse/				
Cervecería Lúpulo	Cervecería, Pub, Argentina, Sudamericana, Restaurantes cerveceros		0 opiniones	Calle Cucha Cucha 747, Buenos Aires C1405AIE Argentina	+54 11 5324-9515					
Roosevelt Bar	Argentina, Sudamericana		0 opiniones	Roosevelt 2811 Esquina Vidal, Buenos Aires Argentina	+54 11 4545-8393					
Bar Capitol	Café		0 opiniones	Calle Montevideo 1088, Buenos Aires C1019ABV Argentina	5448127005					
El Rincon De Palermo	Argentina, Sudamericana		0 opiniones	Calle Paraguay 4597, Buenos Aires C1425BSO Argentina	+(54)40469636					
Burkina Bar	Argentina, Sudamericana		0 opiniones	Calle Honduras 5296, Buenos Aires C1414BMV Argentina	+54 11 3011-2697	https://www.facebook.com/burkinabarpalermo/				
Nubes			0 opiniones	Marcelo T. de Alvear 873, Buenos Aires Argentina	+54 11 2390-3969	https://www.facebook.com/nubes.jugos/				
El Ascensor	Bar, Pizzería, Café, Parrilla, Pub, Delicatessen, Gastropub		0 opiniones	Godoy Cruz 1731, Buenos Aires 1414 Argentina	+54 9 11 5849-7438	http://www.el-ascensor.com/				
Lutero Bar	Cervecería, Bar, Pub, Argentina, Sudamericana		0 opiniones	Avenida Jorge Newbery 3801 Chacarita, Buenos Aires C1427EGE Argentina	+54 11 4177-2882	https://www.facebook.com/Lutero-Bar-2079111179037424/				
Camarones Arte Contemporáneo	Española, Argentina, Sudamericana		0 opiniones	Calle Camarones 1645 La Paternal, Buenos Aires C1416ECE Argentina	+54 11 4585-5738	https://www.facebook.com/camaronesarte/				
LA SUPER BOQUENSE	Parrillada		0 opiniones	Suárez 696 Esquina Dr. del Valle Iberlucea, Buenos Aires 1160 Argentina	+54 11 5646-6824	http://www.lasuperboquense.com/				
D-pop	Argentina, Sudamericana		0 opiniones	Calle Armenia 1390, Buenos Aires C1414DKD Argentina	+54 9 11 4145-5735	http://www.dpop.com.ar/				
LaParri Adrogue	Parrilla		0 opiniones	Samuel Miguel Spiro 696 Entre Cordero y Avellaneda, Buenos Aires 1842 Argentina	5442940245					
The Charlotte	Café, Comida rápida, Bar de vinos		0 opiniones	Calle Santiago Del Estero 117, Buenos Aires C1075AAC Argentina	+54 11 4976-8821	http://the-charlotte-cafeteria.negocio.site/?utm_source=gmb&utm_medium=referral				
Own Bar			0 opiniones	Calle Humboldt 1897, Buenos Aires C1414CTS Argentina	+54 11 7500-3089	https://www.facebook.com/ownbar.ba/				
Cultivar	Cajún y criolla, Pizzería		0 opiniones	Calle Delgado 1501 Colegiales, Buenos Aires C1426BDY Argentina	+(54)115607844					
Pita Loca - Kosher Falafel & Shawarma	Mediterránea, Israelí, Árabe		0 opiniones	Avenida Pueyrredon 679, Buenos Aires C1032ABG Argentina	+54 11 4961-1279					
El Angelito Cocina Peruana	Peruana, Latina, Mariscos, Española, Saludable, Sudamericana		0 opiniones	Calle San Luis 2741 Casi Esq. Pueyrredón, Buenos Aires C1186ACA Argentina	+54 11 4964-9003					
Big Ferreyra	Cervecería, Bar, Comida rápida, Pub, Gastropub		0 opiniones	Av. De los Constituyentes 4152, Buenos Aires C1431EXT Argentina	+54 11 4964-9003	https://bigferreyra.negocio.site/				
Abocado Gran Cantina	Cervecería, Caribeña, Bar, Comida rápida, Pub, Sudamericana, Centroamericana		0 opiniones	French 3131, Buenos Aires Argentina	+54 9 11 2885-8737	http://abocado.com.ar/				
Ilha Bela	Desayuno, Almuerzo, Cena, Brunch, Bebidas		0 opiniones	Isla Sarthou, Rio San Antonio, Tigre, Buenos Aires Argentina	+54 11 6000-8463					
Panchería Wini Dogs			0 opiniones	Calle Lavalle 934 entre Carlos Pellegrini y Lavalle, Buenos Aires C1047AAT Argentina	+54 9 11 3641-6389	http://www.facebook.com/winidogs/				
Woking.	Asiática, Argentina, Sudamericana		0 opiniones	Calle San Martin 657 Between Viamonte and Tucumàn, Buenos Aires C1004AAM Argentina	+54 9 11 3641-6389	http://woking.com.ar/				
Wonder	Café, Europea, Argentina, Sudamericana, Centroamericana		0 opiniones	Jose A. Cabrera 6049, Buenos Aires C1414BHM Argentina	+54 9 11 3641-6389					
Fitz Roll Express	Argentina, Sudamericana		0 opiniones	Maure 3596, Buenos Aires 1431 Argentina	+54 11 5356-7898					
Baffi	Argentina, Sudamericana		0 opiniones	25 de Mayo 375, Buenos Aires 1005 Argentina	+(54)43167795					
Churrería El Topo	Argentina, Sudamericana		0 opiniones	Lavalle 1144, Buenos Aires Argentina	+54 11 4786-2188	https://www.facebook.com/eltopocaba/				
JANA Gluten Free	Pizzería		0 opiniones	Calle Mozart 1108, Buenos Aires C1407IUX Argentina	+54 9 11 3011-2303	http://www.janaglutenfree.com.ar/				
Shabu Shabu	China, Japonesa, Asiática, Coreana		0 opiniones	Mercado San Telmo Local 79-80, Buenos Aires 1102 Argentina	+54 11 3402-4094					
OhLili Gourmet	Internacional, Argentina, Sudamericana		0 opiniones	Calle Cirilo Correa 3255, Buenos Aires C1429DSC Argentina	5411945799306	https://www.facebook.com/ohliligourmet/				
Cerveza Patagonia - Refugio Nunez			0 opiniones	Arias 2391, Buenos Aires 1429 Argentina	+54 11 3496-1305	http://www.elhornitopizzeria.com/				
Changir Arepas Gigantes	Fusión, Venezolana, Sudamericana		0 opiniones	Calle Leopoldo Marechal 1334, Buenos Aires C1414BYF Argentina	+54 11 5356-2273	https://changirarepasgigantes.negocio.site/				
Lucciano´s Greenville	Helados con fruta		0 opiniones	Edificio Torre 1 Down Town Greenville, Buenos Aires 1885 Argentina	+54 11 5356-2273	https://www.facebook.com/Luccianos.Greenville/				
Williamsburg	Estadounidense, Bar, Parrilla, Pub, Argentina, Sudamericana		0 opiniones	Calle Migueletes 868 Shopping Imprenta, Buenos Aires C1426BUJ Argentina	+54 11 5356-2273	http://www.williamsburgba.com/				
Naturally Fresh Fast Food	Saludable		0 opiniones	Azcuénaga 1144, Buenos Aires C1115AAH Argentina	+54 11 5356-2273					
Naturally Fresh Fast Food	Saludable		0 opiniones	Calle Bulnes 2607, Buenos Aires C1425DKU Argentina	+54 11 4806-0293					
La Rumba	Pizzería, Café, Argentina, Sudamericana		0 opiniones	Avenida Saenz 963, Buenos Aires C1437DOB Argentina	+54 11 4919-3389					
Herminio	Parrillada, Parrilla		0 opiniones	Perú 1302 Cochabamba, Buenos Aires 1150 Argentina	+54 11 7030-6754					
The Lobby	Internacional		0 opiniones	Guatemala 4931, Palermo Soho, Buenos Aires Argentina	+54 11 4776-0307					
The Rooftop	Pizzería, Comida rápida, Argentina, Sudamericana		0 opiniones	Guatemala 4931, Palermo Soho, Buenos Aires Argentina	+54 11 4776-0307					
Godog	Estadounidense, Argentina, Sudamericana		0 opiniones	Avenida Independencia 3801, Buenos Aires C1226AAD Argentina	+54 11 4776-0307	https://www.facebook.com/Godog-119198176144618/				
Alla Spina	Cervecería, Bar, Comida rápida, Pub, Restaurantes cerveceros		0 opiniones	Rodríguez Peña 1216 -, Buenos Aires C1021ABB Argentina	+54(911) 581-2764					
Casa Maria	Comedores		0 opiniones	Honduras 6055, Buenos Aires 1425 Argentina	+54(911) 581-2764	https://www.facebook.com/casamariavermu/				
Fatto In Casa	Italiana, Mediterránea, Española		0 opiniones	Soldado De La Independencia 771 Las Cañitas, Buenos Aires C1426 Argentina	+54 11 4776-5933					
Caras y Caretas Café Bar Restaurante	Cervecería, Contemporánea, Pub, Bar de vinos, Bar, Argentina, Sudamericana		0 opiniones	Dr. Emilio Ravignani 1732, Buenos Aires C1414CPP Argentina	+54 11 3569-0110	http://www.cocina.carasycaretas.org.ar/				
Alma Cocina De Emigrantes			0 opiniones	Salcedo 3211 Timbre 8 Entre Calle 24 De Noviembre Y Sanchez De Loria, Buenos Aires c1259 Argentina	+54 11 2285-4173					
Rotisería El Buen Gusto	Italiana, Churrasquería, Española, Argentina, Sudamericana		0 opiniones	Av. La Plata 31, Buenos Aires C1184AAA Argentina	+54 11 5901-3582	http://rotiseriaelbuengusto.com/				
Pani & Go	Argentina, Sudamericana		0 opiniones	Av córdoba 2135 local 5 Plaza Houssay, Buenos Aires 1113 Argentina	+54 11 2101-9663	http://www.pani.com.ar/				
La Ventana Bar	Bar, Café, Pub, Argentina, Sudamericana		0 opiniones	Avenida Entre Ríos 484, Buenos Aires 1079 Argentina	+54 11 4382-9464					
Cervecería La Taguara	Argentina, Venezolana, Sudamericana, Restaurantes cerveceros		0 opiniones	Av. Gaona 1623, Buenos Aires C1416DRE Argentina	+54 11 6604-0853	https://www.facebook.com/cervecerialataguara/				
Hello Frank La Cantina	Estadounidense, Argentina, Sudamericana		0 opiniones	Rojas 602, Buenos Aires 1424 Argentina	+54 11 2794-7293					
